0.426823843;0.225351103;0;0;0;0;0;0.517298188;0.083333333;0;0;0.52675887;0.375751744;0.567802271;0.572377001;0;0.008474576;0.338028169;0;0;0;0.434447301;0;0;0;0;0.501344809;0.511049724;0;0;0.23664658;0;0;0;0;0.08092074;0.028453419;0;0.23878156;0;0;1
0.482651246;0.156503774;0;0;0;0;0;0.507413509;0.041666667;0.083333333;0;0.52675887;0.220591773;0.310175907;0.539300533;0.025;0.09039548;0.343661972;0;0;0;0.309768638;0.006802721;0;0;0;0.653039268;0.412062615;0;0;0.064236822;0;0;0;0;0.124347413;0.114731528;0;0.239190432;0;0;1
0.429715302;0.292263781;0;0;0;0;0;0.439868204;0.083333333;0.333333333;0;0.52675887;0.417368294;0.575595636;0.585180794;0;0.146892655;0.366197183;0;0;0;0.294344473;0;0;0;0;0.506724045;0.502302026;0;0;0.26016498;0;0;0;0.142857143;0.095989559;0.217989904;0;0.27435347;0;0;1
0.222419929;0.227608197;0;0;0;0;0;0.329489292;0;0.166666667;0;0.52675887;0.133750301;0.204408818;0.286899822;0;0.426553672;0.408450704;0;0;0;0.206940874;0;0;0;0;0.222700377;1;0;0.117484227;0.052009595;0;0;0;0.142857143;0.092429995;0.810692978;0;0.181232751;0;0;1
0.497330961;0.309365148;0;0;0;0;0;0.484349259;0.083333333;0.333333333;0;0.499599118;0.458263171;0.613003785;0.634736218;0.05;0.132768362;0.352112676;0;0;0;0.35218509;0;0;0;0;0.529854761;0.505064457;0;0.145404471;0.300941906;0;0;0;0;0.128618889;0.215236347;0;0.31544516;0;0;1
0.497330961;0.313449412;0;0;0;0;0;0.471169687;0.083333333;0.333333333;0;0.499198236;0.42554727;0.56156758;0.61754594;0.025;0.161016949;0.357746479;0;0;0;0.329048843;0;0;0;0;0.527165143;0.502302026;0;0.144392766;0.251681975;0;0;0;0;0.128618889;0.249885268;0;0.305325565;0;0;1
0.667259786;0.506795166;0.083333333;0;0;0;0;0.182866557;0;0.25;0;0.52675887;0.31946115;0.160765976;0.650029638;0;0.381355932;0.369014085;0;0;0;0.336760925;0;0;0;0;0.537923615;0.711325967;0;0.258195512;0.020827239;0;0;0;0.142857143;0.290104414;0.715006884;0;0.448328734;0;0;1
0.56161032;0.361397726;0;0;0;0;0;0.520593081;0.125;0.166666667;0;0.522850271;0.45080587;0.549543532;0.665323059;0.125;0.064971751;0.338028169;0;0;0;0.406169666;0;0;0;0;0.601936525;0.505064457;0;0.156181938;0.201544492;0;0;0;0;0.131941149;0.155117026;0;0.310027599;0;0;1
0.577402135;0.2715439;0;0;0;0;0.111111111;0.731466227;0.083333333;0;0;0.52675887;0.343035843;0.194834113;0.636158862;0;0.031073446;0.261971831;0;0;0;0.597686375;0.006802721;0;0;0;0.632060247;0.524861878;0;0;0.036564676;0;0;0;0;0.16124822;0.103258375;0;0.308903199;0;0;1
0.676156584;0.335256043;0;0;0.027777778;0;0.111111111;0.678747941;0;0.333333333;0.068181818;0.397474444;0.466442146;0.280115787;0.709543568;0.2;0.316384181;0.295774648;0;0.333333333;0;0.431876607;0.006802721;0;0;0;0.711672942;0.508287293;0;0.43501904;0.07412391;0;0.083333333;0.111111111;0.142857143;0.192335074;0.466498394;0.125;0.387304508;0;0;1
0.647241993;0.231381962;0;0;0;0;0.111111111;0.871499176;0;0.166666667;0;0.496492283;0.437815732;0.140057894;0.697806758;0.125;0.172316384;0.214084507;0;0;0;0.53470437;0.020408163;0;0;0;0.717052179;0.507826888;0;0.150589459;0.044638156;0;0.083333333;0;0;0.177978168;0.237035337;0;0.358785649;0;0;1
0.359875445;0.165603802;0;0;0;0;0;0.484349259;0.083333333;0;0;0.52675887;0.189800337;0.338900022;0.436158862;0;0.005649718;0.352112676;0;0;0;0.404884319;0;0;0;0;0.393760086;0.641344383;0;0;0.096530744;0;0;0;0;0.062529663;0.053464892;0;0.144740877;0;0;1
0.492437722;0.217743862;0;0;0;0;0;0.494233937;0.125;0;0;0.52675887;0.235506375;0.324871966;0.54309425;0;0.005649718;0.346478873;0;0;0;0.449871465;0;0;0;0;0.485207101;0.422651934;0;0;0.094073597;0;0;0;0;0.086734694;0.058513079;0;0.189410201;0;0;1
0.385231317;0.18333811;0;0;0;0;0;0.494233937;0.083333333;0;0;0.52675887;0.232619678;0.352928078;0.472554831;0;0.005649718;0.346478873;0;0;0;0.428020566;0;0;0;0;0.431414739;0.422651934;0;0;0.119581115;0;0;0;0;0.068699573;0.045892611;0;0.167637739;0;0;1
0.417927046;0.213910385;0;0;0;0;0;0.510708402;0.083333333;0;0;0.52675887;0.328121241;0.507904698;0.541671606;0;0.008474576;0.34084507;0;0;0;0.435732648;0;0;0;0;0.485207101;0.522559853;0;0;0.189609782;0;0;0;0;0.077954438;0.03304268;0;0.215884698;0;0;1
